title,house,area,address1,address2,price
整租|劳动路妇幼附近四楼三室一厅拎包入住,3室1厅1卫,80,顺河回族区,金明裕...,1400
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,郑开橄榄城...,1480
整租|劳动路妇幼附近四楼三室一厅拎包入住,3室1厅1卫,80,顺河回族区,郑开橄榄城...,1500
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,英伦春天...,1500
整租|绿都上河城，精装修，家电齐全，可拎包入住,2室1厅1卫,80,顺河,苹果园中区...,1500
整租|急租中心医院书店街北口两室拎包入住,2室1厅1卫,80,鼓楼区,华盟·天河湾...,1500
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,鼎立·国际城...,1500
整租|中心医院附近小区，4楼，2室，都有空调，家具家电全,2室1厅1卫,80,鼓楼,长金·贵和世嘉...,1600
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,碧水蓝城...,1600
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,嘉泰北苑...,1600
整租|出租锦绣皇c精装2室家电齐全拎包入住,2室2厅1卫,80,鼓楼区,绿都·上河城...,1800
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,黄河路鼎立国际城...,1800
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,龙城锦绣花园...,1800
整租|老河大东门苹果园3室1厅1卫2楼，私车库,3室1厅1卫,80,鼓楼区,郑开橄榄城...,1800
整租|义务商贸城附近，3室1厅，精装修，家具家电齐全，拎包,3室1厅1卫,80,鼓楼区,新龙·御都国际...,1800
整租|嘉泰北苑2室1厅1卫,2室1厅1卫,80,金明,利居佳苑二期...,1900
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,绿都·上河城...,1900
整租|御景湾，三室一厅，中央空调，有宽带，家电齐全，拎包入,3室1厅1卫,80,龙亭,晋开御景湾...,2000
整租|翠园东街3室1厅1卫,3室1厅1卫,80,鼓楼区,大宏华庭...,2000
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,翠园生活区...,2000
整租|河大一附院附近三室拎包入住,3室1厅1卫,80,鼓楼,未来·美好家园...,2050
整租|万博广场附近小区，3室，全新家具家电，都有空调，可直,3室1厅1卫,80,鼓楼,蓝天中央公园...,2200
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,腾达名仕园...,2280
整租|包公湖畔，淮河医院附近,4室1厅1卫,80,鼓楼区,蓝天中央公园...,2500
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,嘉泰新城...,2600
整租|大相国寺马道街鼓楼附近两室一厅600元出租,2室1厅1卫,80,鼓楼区,开元华庭...,3200
整租|嘉泰北苑2室1厅1卫,2室1厅1卫,80,金明,万丽·铂金瀚宫...,7000
整租|嘉泰北苑精装2室1厅1卫家电齐全拎包入住,2室1厅1卫,81,金明区,森林半岛多层电梯房...,300
整租|嘉泰北苑精装2室1厅1卫家电齐全拎包入住,2室1厅1卫,81,金明区,南阳市二期...,450
整租|嘉泰北苑精装2室1厅1卫家电齐全拎包入住,2室1厅1卫,81,金明区,新龙·御都国际...,2300
整租|急租二十七中附近精装两室亚细亚附近图片真实,2室2厅1卫,82,禹王台区,未来·湖滨花园...,1300
整租|黄河路鼎立国际城2室2厅1卫,2室2厅1卫,82,金明,郑开·森林半岛...,1600
整租|山水华府2室1厅1卫,2室1厅1卫,83,金明,建业大宏·熙和府...,1600
整租|繁华地段，办公，仓库，居住皆宜,2室1厅1卫,84,金明区,晋安路蓝天中央公园...,650
整租|左岸风景2楼电梯房，拎包入住,2室1厅1卫,84,顺河回族区,龙成·香榭里花园...,1200
整租|嘉泰北苑精装2室2厅1卫家电齐全拎包入住,2室1厅1卫,84,金明区,集英花园...,1700
整租|急租贵和世嘉住宅，精装修，家具家电齐全，干净漂亮，入,2室1厅1卫,84,金明区,仁和苑...,1750
整租|嘉泰北苑精装2室2厅1卫家电齐全拎包入住,2室1厅1卫,84,金明区,空分三村...,1800
整租|森林半岛南苑1300月租，2室房，手慢无。赶紧来电,2室2厅1卫,85,金明区,郑开橄榄城...,400
整租|家具家电齐全，拎包入住。,2室2厅1卫,85,金明,希尔斯·首府...,450
整租|出租野场新村，两室两厅一卫，精装修，家电齐全，拎包入,2室2厅1卫,85,金明区,金明华府...,450
整租|龙虎小区3室1厅1卫,3室1厅1卫,85,顺河,郑开橄榄城...,550
整租|晖达温莎尙郡精装两室家具齐全,2室2厅1卫,85,金明区,森林半岛多层电梯房...,750
整租|橄榄城精装修，首次出租,2室2厅1卫,85,金明,中山路中段...,900
整租|野厂新村出租面积85平米,2室2厅1卫,85,金明区,西城名都...,1200
整租|急租，美景仁和两居室,2室2厅1卫,85,顺河回族区,蓝天中央公园...,1400
整租|温莎尚郡2室2厅1卫,2室2厅1卫,85,金明区,绿都·上河城...,1400
整租|温莎尚郡2室2厅1卫,2室2厅1卫,85,金明区,嘉泰新城...,1500
整租|野场首租精装修家电齐全，拎包入住,2室2厅1卫,85,金明区,绿都·上河城...,1500
整租|青年城两室家具家电齐全拎包入住可短租,2室2厅1卫,85,龙亭区,苹果园北区...,1500
整租|急租老河大附近，左岸风景，精装两居室，电梯房，全新家,2室2厅1卫,85,顺河回族区,东方今典...,1600
整租|东苑小区3室1厅1卫,3室1厅1卫,85,顺河,安联青年城...,1850
整租|绿都上河城，环境优美,3室1厅1卫,85,顺河,金耀绿城...,2000
整租|东苑小区3室1厅1卫,3室1厅1卫,85,顺河,幸福里...,3000
整租|绿都上河城电梯5楼简装,3室1厅1卫,85,顺河回族区,包公湖南路...,3500
整租|青年城可短租家具家电齐全随时看房,2室2厅1卫,86,龙亭区,亿乘·帝湖世家...,1000
整租|贵和世家首次出租大两房，南北通透可自住或办公！好房源,2室2厅1卫,86,金明,万发苑小区...,1200
整租|润泽园小区3室1厅1卫,3室1厅1卫,86,金明,郑开·森林半岛...,1200
整租|首租经典2室小区停车方便随时看房,2室2厅1卫,86,龙亭区,嘉泰北苑...,1500
整租|幸福里2室2厅1卫,2室2厅1卫,86,金明,晋开御景湾...,1700
单间|安联·青年城2室2厅1卫男女不限,主卧(2室),86,龙亭,永合丽景...,1800
整租|A城市花园出租中装两室两厅房子一套，家电齐全，拎包入,2室2厅1卫,86,金明区,宋城雅居·尚品...,1800
整租|幸福里2室2厅1卫,2室2厅1卫,86,金明,东方今典...,2400
单间|安联·青年城2室2厅1卫男女不限,主卧(2室),86,龙亭,金色阳光...,2500
整租|郑开橄榄城，两室两厅空房可配东西，公园小区急租,2室2厅1卫,87,金明区,幸福里...,1200
整租|幸福里精装3室2厅1卫家电齐全拎包入住价位合,3室1厅1卫,87,金明区,郑开橄榄城...,1500
整租|出租青年城多套房源，两室，三室，拎包入住！,2室2厅1卫,87,龙亭区,立德花园...,2000
整租|急租急租橄榄城两房，家具家电齐全，拎包入,2室2厅1卫,88,金明区,郑开橄榄城...,450
整租|急租东方金典精装拎包入住,2室2厅1卫,88,金明区,郑开橄榄城...,500
整租|橄榄城一期观景房温馨两室,2室2厅1卫,88,金明区,宋城雅居·尚品...,750
整租|急租大宏世纪新城两室家电齐全随时看,2室1厅1卫,88,龙亭区,幸福里...,1300
整租|幸福里两室精装新出租拎包入住,2室2厅1卫,88,金明区,清怡花园...,1300
整租|橄榄城精装三房，家具家电齐全，拎包入住,3室2厅1卫,88,金明区,温莎尚郡...,1400
整租|橄榄城精装三房，家具家电齐全，拎包入住,3室2厅1卫,88,金明区,宋城雅居·尚品...,1500
整租|青年城两室出租空房办公房出租,2室2厅1卫,88,龙亭区,碧水蓝城...,1600
整租|民政局家属楼4楼88平方2室2厅1卫简装,2室2厅1卫,88,金明区,安联·青年城...,1700
整租|郑开绿地城精装两室首租家具家电随时配齐看房随,2室2厅1卫,88,金明区,黄河路鼎立国际城...,1800
整租|森林半岛南苑洋房出租,2室2厅1卫,88,金明区,长金·贵和世嘉...,2000
整租|出租，两室中装家具家电齐全,2室2厅1卫,88,金明区,亿乘·帝湖世家...,2300
整租|亿乘·帝湖世家2室2厅1卫,2室2厅1卫,89,金明,郑开·森林半岛...,300
整租|禹王区3室1厅1卫,3室1厅1卫,89,鼓楼区,立德花园...,600
整租|亿乘·帝湖世家2室2厅1卫,2室2厅1卫,89,金明,嘉泰新城...,600
整租|急急出租，二师附小房子，精装修拎包入住,2室2厅1卫,89,金明区,安联·青年城...,800
整租|随时联系，随时看房。,2室2厅1卫,89,金明区,金鼎丽都...,800
整租|龙亭后河大附中对面桃园新村房子干净拎包入住环境,2室2厅1卫,89,龙亭区,集英花园...,900
整租|市民之家附近2室2厅精装修,2室2厅1卫,89,金明区,伟业·香堤湾...,1000
整租|西湖翠庭，两室两厅。精美装修拎包入住，在周边两室价格,2室2厅1卫,89,金明区,幸福里...,1000
整租|配套齐全精装修,2室2厅1卫,89,金明区,小北岗...,1099
整租|晋开御景湾5楼简装拎包入住,2室1厅1卫,89,龙亭区,中山路中段...,1300
整租|急租未来湖滨，两室两厅，精美装修家具家电全新，拎包入,3室2厅1卫,89,金明区,东方今典...,1400
整租|急租急租东方今典精装两房拎包入住,2室2厅1卫,89,金明区,东方今典...,1400
整租|急租未来湖滨，两室两厅，精美装修家具家电全新，拎包入,3室2厅1卫,89,金明区,新芒果·蓝湾国际...,1499
整租|急租五福路肿瘤医院附近龙海花园拎包入住,2室2厅1卫,89,鼓楼区,苹果园东北区...,1500
整租|绿地精装小三房房东急租看中好商量,3室2厅1卫,89,金明区,西西花园...,1500
整租|鼎立国际，房子干净，家电家具齐全拎包入住，房子好不好,2室2厅1卫,89,金明区,森林半岛联排别墅...,1600
整租|急租翠园小区，三室一厅，中等装修，家具家电齐全，拎包,3室1厅1卫,89,金明区,鼎诚·橡树庄园...,1600
整租|急租东郊二院附近曹门新城超市小区电梯房,2室2厅1卫,89,顺河回族区,嘉泰北苑...,1650
整租|出租东方今典，2室2厅1卫，家具家电齐全，拎包入住。,2室2厅1卫,89,金明区,长金·贵和世嘉...,1666
整租|橄榄城今明小学东临西湖,2室2厅1卫,89,金明区,枫庭苑...,1800
整租|森林半岛北苑，两室两厅，精装修，拎包入住。,2室2厅1卫,89,金明区,幸福里...,2000
整租|鼎力国际e区（堌门新城），两室两厅，装修现代，简约，,2室2厅1卫,89,金明,伟业·香堤湾...,3000
整租|急租，金鼎丽都精装两室两厅婚房，拎包入住，随时看房,2室2厅1卫,90,金明区,碧水蓝城二期...,400
整租|郑开绿地城2室2厅1卫,2室2厅1卫,90,金明,圣桦城...,400
整租|名润·名家3室2厅1卫,3室2厅1卫,90,禹王台,梁苑新村...,450
整租|新晋美悦都，精装修，可拎包入住。,2室2厅1卫,90,金明区,嘉泰北苑...,450
整租|梁苑新村3室1厅1卫,3室1厅1卫,90,鼓楼,花溪小区...,450
整租|东方今典高层电梯观景房,2室2厅1卫,90,金明区,安联·青年城...,500
整租|土城别墅2室1厅1卫,2室1厅1卫,90,金明,中城花园...,500
整租|绿都上河城3室2厅1卫精装修家电齐全拎包入住,3室2厅1卫,90,顺河回族区,西坡街...,500
整租|劳动路北段美景仁和拎包入住,2室2厅1卫,90,顺河回族区,康太家园...,550
整租|2是2厅1卫拎包入住,2室2厅1卫,90,金明区,郑开橄榄城...,550
整租|龙成香榭丽精.品房，诚信出租。,3室1厅1卫,90,金明区,龙成·香榭里花园...,600
整租|幸福里2室2厅1卫,2室2厅1卫,90,金明区,小北岗...,600
整租|晋开御景湾拎包入住随时看房,3室1厅1卫,90,龙亭区,西坡街...,600
整租|御景湾步梯5楼，精装修，三室两厅，家具家电齐全，拎包,3室2厅1卫,90,龙亭区,晋开御景湾...,600
整租|急租晋开御景湾3室1厅拎包入住干净整洁温馨舒,3室1厅1卫,90,龙亭区,中大义乌商贸城...,600
整租|急租急租两室森林半岛房子一套拎包入住家具家电齐全,2室2厅1卫,90,金明,龙城锦绣花园...,600
整租|急租绿都上河城电梯低层精装三室拎包入住,3室2厅1卫,90,顺河回族区,绿都·上河城...,600
整租|蔚蓝加州阁楼简单装修出租,1室1厅1卫,90,顺河回族区,郑开橄榄城...,700
整租|金鼎丽都精装两室拎包入住押一付三急租,2室1厅1卫,90,金明区,北星苑苑中园...,750
整租|绿都上河城电梯15楼精装修拎包入住,3室2厅1卫,90,顺河回族区,鼎诚·塞纳左岸...,800
整租|温莎比较干净提前预约可以看房拎包入住,2室2厅1卫,90,金明区,苹果园中区...,850
单间|伟业·香堤湾新河大附近短租限女生,次卧(3室),90,金明,翠庭尚都...,899
整租|曹门新城物业小区2室1厅1卫,2室1厅1卫,90,顺河,碧水蓝城...,900
整租|城市花园经典三室南北通透拎包入住,3室2厅1卫,90,金明区,梁苑小区...,950
整租|聚英苑2室2厅1卫,2室2厅1卫,90,金明区,大宏世纪城...,1000
整租|嘉泰新城鼎立国际对面有电梯2室2厅90平方,2室2厅1卫,90,金明区,空分三村...,1000
整租|聚英苑2室1厅1卫,2室1厅1卫,90,金明区,文秀花园...,1000
整租|宋城雅居，豪华装修，两室，视野采光好！急租！真实图片,2室2厅1卫,90,金明区,鼎诚·塞纳左岸...,1000
整租|幸福里2室2厅1卫,2室2厅1卫,90,金明区,温莎尚郡...,1000
整租|急租青年城精装2室家电齐全拎包入住,2室2厅1卫,90,龙亭区,世宇·银翰苑...,1100
整租|幸福里精装两室两厅拎包入住,2室2厅1卫,90,龙亭区,鼎力国际...,1200
整租|急租鼎力A区电梯两室随时看房领包入住,2室2厅1卫,90,金明,郑开·森林半岛...,1200
整租|东方今典2室1厅1卫,2室1厅1卫,90,金明,森林半岛电梯高层...,1200
整租|晋开御景湾5楼简装，拎包入住,2室2厅1卫,90,顺河回族区,丁角街...,1200
整租|急租，金鼎丽都精装两室两厅婚房，拎包入住，随时看房,2室2厅1卫,90,金明区,长金·贵和世嘉...,1200
整租|东京国际2室1厅1卫,2室1厅1卫,90,金明区,世宇·银翰苑...,1200
整租|金鼎丽都精装婚房首租拎包入住,2室2厅1卫,90,金明区,枫亭苑...,1300
整租|文化路与北街交叉口机电家属院2室1厅1卫,2室1厅1卫,90,尉氏县,安泰警苑...,1300
整租|绿都上河城一楼小三室家具家电齐全,3室2厅1卫,90,顺河回族区,祥通花园...,1300
整租|2室1厅水电气全套电器随时看房随时入住,2室1厅1卫,90,顺河回族区,新龙·御都国际...,1300
整租|郑开橄榄城3期精装修2室2厅，家具家电齐全，交通便捷,2室2厅1卫,90,金明区,碧水蓝城二期...,1350
整租|东方今典2室，交通便利，生活购物便利！,2室2厅1卫,90,金明区,康乐东口...,1400
整租|金明区东方今典2室1厅1卫,2室1厅1卫,90,金明区,东方今典...,1500
整租|东方今典2室，交通便利，生活购物便利！,2室2厅1卫,90,金明区,广裕花园...,1500
整租|康乐家园3室1厅1卫,3室1厅1卫,90,金明,东方今典...,1500
整租|西湖水岸精装两室拎包入住,2室2厅1卫,90,金明区,伟业·香堤湾...,1500
整租|出租重工路二期精装三室拎包入住,3室2厅1卫,90,顺河回族区,江南人家...,1500
整租|B109嘉泰新城机会只有一次！！！不看这套房子一定,2室2厅1卫,90,金明区,郑开橄榄城...,1500
整租|急租急租两室森林半岛房子一套拎包入住家具家电齐全,2室2厅1卫,90,鼓楼区,山水华府...,1600
整租|市中医院文庙小区三楼两室出租干净整洁,2室2厅1卫,90,鼓楼区,城市经典...,1600
整租|萨拉曼卡拎包入住2室1厅2卫,2室1厅2卫,90,鼓楼区,晖达·温莎尚郡...,1600
整租|聚英苑小区3室2厅1卫,3室2厅1卫,90,金明区,九鼎雅园...,1600
整租|碧水蓝城临湖小区精装两室拎包入住,2室2厅1卫,90,金明区,绿都·上河城...,1600
整租|仁和苑3室1厅1卫,3室1厅1卫,90,顺河回族区,翠园小区...,1600
整租|格林公馆全新齐全拎包入住,2室2厅1卫,90,金明区,大纸坊街...,1600
整租|碧水蓝城一期电梯洋房临湖观景家具家电全拎包入住,2室2厅1卫,90,金明区,翠园小区...,1600
整租|上河城三室出租，常住更优惠,3室2厅1卫,90,顺河回族区,东方今典...,1600
整租|绿都·上河城2室2厅1卫,2室2厅1卫,90,顺河,幸福里...,1680
整租|出租悦都，2室精装，家具家电齐全，拎包入住！,2室2厅1卫,90,金明区,嘉泰北苑...,1700
整租|急租晋开御景湾精装三室拎包入住,3室2厅1卫,90,龙亭区,嘉泰新城...,1700
整租|晋开御景湾精装修可拎包入住,2室1厅1卫,90,龙亭,东苑小区...,1700
整租|东方金典精装修2室2厅，家具齐全，学！区！房，拎包入,2室2厅1卫,90,金明区,大润发桥南小区...,1799
整租|黄汴河一轻局一楼带大院3室1厅1卫,3室1厅1卫,90,鼓楼区,惠泽园...,1800
整租|急租开高附近演武厅2室2厅拎包入住干净整洁,2室2厅1卫,90,禹王台区,森林半岛一期...,1800
整租|开高附近拎包入住演武厅2室2厅阳光复式精装9,2室2厅1卫,90,禹王台区,希尔斯·天翼...,1800
整租|Y嘉泰北苑精装修拎包入住,2室2厅1卫,90,金明区,森林半岛联排别墅...,1800
整租|新龙·御都国际2室1厅1卫,2室1厅1卫,90,金明,绿都·上河城...,1800
整租|急租急租两室森林半岛房子一套拎包入住家具家电齐全,2室2厅1卫,90,金明,嘉泰北苑...,1800
整租|绿都上河城电梯房10楼拎包入住,3室2厅1卫,90,顺河回族区,开元·华庭...,1900
整租|城市花园，三室两厅，全套家电家具齐全，拎包入住，好房,3室2厅1卫,90,金明区,郑开绿地城...,2000
整租|嘉泰北苑精装修两室两厅新装修出租齐全拎包入,2室2厅1卫,90,金明区,伟业·香堤湾...,2000
整租|急租嘉泰北苑全套家具家电两居室整洁舒适电梯房简,2室2厅1卫,90,金明区,集英花园...,2000
整租|悦都小区精装2室，价位包含物业费，首.次出租，家具家,2室2厅1卫,90,金明区,安联青年城...,2000
整租|青年城精装两室家具家电齐全，拎包入住，房子干净整洁,2室2厅1卫,90,龙亭区,绿都·上河城...,2000
整租|东方今典精装两室两厅家电家具齐全拎包入住,2室2厅1卫,90,金明区,郑开橄榄城...,2000
整租|金鼎丽都精装两室两厅拎包入住押一付三急租,2室2厅1卫,90,金明区,大王屯...,2000
整租|幸福里精装2室家具家电齐全拎包入住,2室2厅1卫,90,金明区,宏达·紫云台...,2000
整租|万丽铂金翰宫精装两室一厅一卫家电家具齐全拎包入住,2室1厅1卫,90,金明,郑开橄榄城...,2200
整租|郑开橄榄城2室2厅出租，家具家电齐全，交通便捷，拎,2室2厅1卫,90,金明区,书店街北口富晨小区...,2200
整租|河大附近，小浪底，，家具家电都齐全。好房不等人,3室2厅1卫,90,金明区,森林半岛一期...,2200
整租|绿都上河城三室两厅一卫，简单装修，交通便利，南北通透,3室2厅1卫,90,顺河回族区,晋安路蓝天中央公园...,2200
整租|鼎立国际城B区两室急租价格合理,2室2厅1卫,90,金明区,嘉泰北苑...,2300
整租|淮河医院附近三室一厅一卫，配套齐全。,3室1厅1卫,90,鼓楼区,新晋美·悦都...,2300
整租|新晋美悦都高层电梯观景房,2室2厅1卫,90,金明区,东方今典...,2300
整租|东方今典两室两厅急租精装修家电家具齐全拎包入,2室2厅1卫,90,金明区,东京银座...,2400
整租|地段好，环境优美，锦绣,2室2厅1卫,90,鼓楼,南阳市二期...,2500
整租|晋开御景湾南边2层两居室随时看房入住可短租,2室2厅1卫,90,顺河回族区,嘉泰北苑...,2500
整租|嘉泰新城两室两厅精装家具家电齐全拎包入住,2室2厅1卫,90,金明区,长金·贵和世嘉...,2600
整租|2是2厅1卫拎包入住,2室2厅1卫,90,金明区,蓝天中央公园...,2800
整租|急租淮河医院河大一附院附近一楼三室家电齐全图,3室2厅1卫,90,鼓楼区,蓝天中央公园...,2800
整租|郑开橄榄城精装修2室，家具家电齐全，交通便捷，拎包,2室2厅1卫,90,金明区,龙城香榭里双水双气...,2800
整租|格林公馆，新房，精装修，家具家电齐全，诚心出租，位置,2室2厅1卫,90,金明区,黄河路北段建业大宏...,2800
整租|黄汴河一轻局一楼带大院3室1厅1卫,3室1厅1卫,90,鼓楼区,东京银座...,3000
整租|晋开御景湾精装未主俩室家电齐全拎包入住,2室2厅1卫,90,龙亭,富辰小区...,3500
整租|晋开御景湾三室拎包入住,3室1厅1卫,90,龙亭,丽水皇庭...,5000
整租|新龙·御都国际2室1厅1卫,2室1厅1卫,90,金明,东京新城...,7000
整租|东京国际3室2厅1卫,3室2厅1卫,91,金明,郑开橄榄城...,400
整租|急租，老河道附近，电梯8楼，2室，随时看房,2室2厅1卫,91,顺河回族区,蓝天中央公园...,500
整租|急租龙成香谢里精装家电齐全拎包可住,2室2厅1卫,91,鼓楼区,亿乘·帝湖世家...,600
整租|鼎立A区2室2厅1卫,2室2厅1卫,91,金明,劳动路南头...,650
整租|郑开森林半岛2室2厅1卫,2室2厅1卫,91,金明区,西城名都...,750
整租|Y127黄河路鼎立国际A区两室两厅，家电家具齐全,2室2厅1卫,91,金明,鼎立A区...,2000
整租|新房出租精装修家具齐全,2室2厅1卫,91,金明区,世宇·银翰苑...,2000
整租|绿都上河城6楼拎包入住,3室2厅1卫,91,顺河回族区,碟御花园...,2200
整租|集英小学房精装两室两厅,2室2厅1卫,92,金明区,东京新城...,550
整租|大宏世纪城，价位低，,2室2厅1卫,92,顺河,宋城雅居·尚品...,1000
整租|鼎立国际对面精装2室随时看房,2室2厅1卫,92,金明区,西郊商场民政局家属院...,1000
整租|市中心都市花园4/6二室二厅拎包入住随时看房,2室2厅1卫,92,鼓楼区,梁园小区...,1000
整租|新曹路，精装两室,2室2厅1卫,92,顺河回族区,东方今典...,1200
整租|鼎立国际城，精装修，拎包入住。,2室2厅1卫,92,金明区,森林半岛电梯高层...,1200
整租|价格便宜，仅此一套，手慢则无,2室2厅1卫,92,金明,万丽·铂金瀚宫...,1400
整租|暖气房，精装，急租，拧包入住,2室2厅1卫,92,金明区,苹果园北区...,1500
整租|安泰警苑3室1厅1卫,3室1厅1卫,92,金明,嘉泰北苑...,2000
整租|B87东方金典新房首租全新家具家电,2室2厅1卫,92,金明区,未来·湖滨花园...,3000
整租|嘉泰北苑经典三室拎包入住有钥匙看房方便,3室1厅1卫,93,金明区,郑开绿地城...,399
整租|1700即可入住东方今典，精装2室！初次出租！,2室2厅1卫,93,金明区,仁和嘉苑...,450
整租|嘉泰北苑经典三室拎包入住有钥匙看房方便,3室1厅1卫,93,金明区,文兴苑...,550
整租|贵和世家两室两厅精装修拎包入住,2室2厅1卫,93,金明区,万丽·铂金瀚宫...,550
整租|安泰警苑3房家具家电齐全,3室2厅1卫,93,金明区,帝庭·茗品街...,1100
整租|香格里拉三室精装修东京大道北开大西位置佳,3室2厅1卫,93,金明区,晋开御景湾...,1200
整租|精装，拎包入住！！！,2室2厅1卫,93,金明区,郑开橄榄城...,1400
整租|绿都上河城3室2厅2卫，家具家电齐全，拎包入住，随时,3室2厅1卫,93,顺河回族区,新龙·御都国际...,1500
整租|嘉泰北苑经典三室拎包入住有钥匙看房方便,3室1厅1卫,93,金明区,大润发桥南小区...,1750
整租|黄河路北段建业大宏3室2厅1卫,3室2厅1卫,93,金明,黄河路鼎立国际城...,1800
整租|金明广场检察院家属院两室两厅一卫,2室2厅1卫,93,金明,西郊万宝后...,1900
整租|绿都上河城新房首租3居室拎包入住,3室2厅1卫,93,顺河,景都花园...,1980
整租|急租，森林半岛，简装，紧邻万达，2室拎包入住！,2室2厅2卫,93,金明区,幸福里...,2000
整租|急租绿都上河城，三室两厅一卫，精装修拎包入住，,3室2厅1卫,93,顺河,集英花园...,2000
整租|嘉泰北苑，两室两厅精装修，急租,2室2厅1卫,93,金明区,瑞安花园...,2300
整租|黄河路北段建业大宏3室2厅1卫,3室2厅1卫,93,金明,鼎力国际...,2800
整租|急租重工路绿都上和城温馨三居室拎包入住,3室2厅1卫,94,顺河回族区,安联青年城...,1800
整租|急租重工路绿都上和城温馨三居室拎包入住,3室2厅1卫,94,顺河回族区,大宏世纪城...,1800
整租|精装修，家具家电齐全。,2室2厅1卫,94,龙亭,黄河路鼎立国际城...,1900
整租|嘉泰北苑警长两室领包入住,2室2厅1卫,94,金明区,黄河路鼎立国际城...,1900
整租|康乐一楼精装两室08年房两室两厅全套家具家电集中供暖,2室2厅1卫,95,金明区,嘉泰北苑...,220
整租|安联青年城电梯4楼2室2厅急租带储藏室15平方,2室2厅1卫,95,龙亭区,集英花园...,550
整租|龙翔香格里拉精装2室2厅1300元/月,2室2厅1卫,95,金明区,荣勋花园...,599
整租|未来湖滨花园，2室2厅1卫，精装修，家具家电齐全,2室2厅1卫,95,金明区,东方今典...,800
整租|锦绣全新家具家电齐全,2室2厅1卫,95,鼓楼,立德花园...,800
整租|宋城雅居精装两室拎包入住,2室2厅1卫,95,金明区,森林半岛电梯高层...,1000
整租|龙翔世纪城2室2厅1卫,2室2厅1卫,95,鼓楼区,立德花园...,1000
整租|急租东郊二院求实中学附近蔚蓝加州精装两室随时看,2室2厅1卫,95,顺河,梁园小区...,1300
整租|巨惠急租，夷山大街南振强小区2室2厅1卫,2室2厅1卫,95,金明区,仁和苑...,1350
整租|未来湖滨花园景观房2室2厅,2室2厅1卫,95,金明区,中山路中段...,1500
整租|开元华庭2室2厅1卫拎包入住,2室2厅1卫,95,金明,安联青年城...,1600
整租|房子精装修，婚房，家具家电齐全，拎包入住，随时看房，,2室2厅1卫,95,金明区,东苑小区...,1700
整租|嘉泰新城三室精装拎包入住有暖气看房方便,3室2厅1卫,95,金明区,仁和苑...,1700
整租|淮河医院附近中装4个空调交通便利位置好,3室1厅1卫,95,鼓楼区,嘉泰北苑...,2000
整租|市中心东大街附近两室出租,2室2厅1卫,95,鼓楼区,富辰小区...,2000
整租|西区市民之家对面，森林半岛精装修两室，拎包入住，急租,2室2厅1卫,95,金明区,郑开·森林半岛...,2100
整租|黄河大街安泰警苑3室1厅1卫,3室1厅1卫,95,金明,安联·青年城...,2999
整租|急租小浪底润城，精装修三室两厅，拎包入住,3室2厅1卫,96,鼓楼区,银地商务...,400
整租|嘉泰新城3室1厅1卫,3室1厅1卫,96,鼓楼,包公湖南路...,499
整租|铂金翰宫精装两室一厅一卫家电家具齐全拎包入住,2室1厅1卫,96,金明,翠园小区...,1600
整租|郑开橄榄城三期精装修现急租,3室2厅1卫,96,金明区,嘉泰北苑...,1700
整租|河大一附院中山路中段简装交通便利家电齐全拎包入,3室1厅1卫,96,鼓楼区,幸福里...,1800
整租|鼎立对面精装三室有暖气,3室2厅1卫,96,金明区,翠园小区...,1800
整租|鼎力国际3室1厅1卫,3室1厅1卫,96,金明,东方今典...,1900
整租|康乐家园，豪华装修大两室，寻爱惜房子住户真实图片，,2室2厅1卫,96,金明区,丁角街...,2000
整租|开高隔壁聚英苑三室两厅拎包入住,3室2厅1卫,96,金明区,丽阳名郡...,2000
整租|急租汉兴路电梯精装两室家电齐全随时看房,3室2厅1卫,96,金明区,世宇·银翰苑...,2200
整租|嘉泰北苑精装2室家具家电齐全拎包入住随时可看房,2室2厅1卫,96,龙亭区,郑开橄榄城...,2800
整租|蓝天中央公园精装两室南北通透办公住都行,2室2厅1卫,97,金明区,东方今典...,500
整租|万丽铂金瀚宫，小三室，家具家电齐全，拎包入住。,3室2厅1卫,97,金明区,永合丽景...,550
整租|五大街开封高中旁边野场新村新装修首租，拎包入住随时看,3室2厅1卫,97,金明区,龙城锦绣花园...,1500
整租|伟业·香堤湾3室2厅1卫,3室2厅1卫,97,金明,书店街北口东鑫宇小区...,1500
整租|大润发，马道街附近，2室2厅1卫，精装,2室2厅1卫,97,顺河回族区,正阳家园...,2300
